Name,Description,Address,City,State,Zip,Phone,Website URL,Google Maps URL,Photo URL,Hours,Admission,Price,Age Range,Features,Type,Date Added,Rating,Review Count,Latitude,Longitude,Full Address,Geocoded,Re-Geocode,Logo,Featured
Napoleon Aquatic Center,"Napoleon Aquatic Center opened in 2021 as a replacement for the city's previous pool facility. The center features a zero-entry leisure pool with splash features and playground elements, two water slides, two rock climbing walls, an eight-lane lap pool, a concession stand, and shaded areas. The facility may close early if attendance drops below 15 swimmers, with no refunds issued for early closure.","521 Glenwood Ave, Napoleon, OH 43545",Napoleon,Ohio,43545,(419) 592-4010,https://www.napoleonohio.com/departments/parks-and-recreation/swimming-pool,"https://www.google.com/maps/place/Napoleon+Aquatic+Center/@41.386603,-84.141911,14z/data=!4m8!1m2!2m1!1sNapoleon+Aquatic+Center!3m4!1s0x883c376f5282b607:0xf87a4669a38a3d3e!8m2!3d41.386603!4d-84.141911",/static/images/napoleon-aquatic-center-napoleon.jpg,,,,"All Ages,Families,Kids",Restrooms,Aquatic Center,2/28/2026,4.8,,41.3866030,-84.1419110,,checked,,https://lh6.googleusercontent.com/-GGtOLvSWidI/AAAAAAAAAAI/AAAAAAAAAAA/gODdtzByJXw/s44-p-k-no-ns-nd/photo.jpg,
John H. Gwynn Jr. Park,"John H. Gwynn Jr. Park is a 17-acre downtown Peoria facility adjacent to Carver Recreation Center, featuring the John Gwynn Family Aquatic Center alongside a renovated playground, basketball courts, soccer fields, and sand volleyball courts. The park operates daily with extended evening hours, opening as early as 6:30 AM on weekdays and staying open until 8 or 9 PM depending on the day, making it accessible for morning and evening recreation. This multi-sport venue serves families, children, and toddlers with a range of outdoor and aquatic amenities for year-round activity.","809 W John H Gwynn Jr Ave, Peoria, IL 61605",Peoria,Illinois,61605,(309) 682-1200,https://www.peoriaparks.org/john-h-gwynn-jr-park/,"https://www.google.com/maps/place/John+H.+Gwynn+Jr.+Park/@40.6912728,-89.60594189999999,14z/data=!4m8!1m2!2m1!1sJohn+H.+Gwynn+Jr.+Park!3m4!1s0x880a596b7144a109:0x9950fa2aec4a57d1!8m2!3d40.6912728!4d-89.60594189999999",/static/images/john-h-gwynn-jr-park-peoria.jpg,"Monday: 6:30AM–8PM
Tuesday: 6:30AM–8PM
Wednesday: 6:30AM–8PM
Thursday: 6:30AM–8PM
Friday: 7AM–8:30PM
Saturday: 7AM–8:30PM
Sunday: 7:30AM–9PM",,,"Families,Kids,Toddlers",,,2/28/2026,4.3,42.0,40.6912728,-89.6059419,,checked,,https://lh3.googleusercontent.com/-rprTL1VtGow/AAAAAAAAAAI/AAAAAAAAAAA/WgMbrSP6rRA/s44-p-k-no-ns-nd/photo.jpg,
Lakeview Park,"Lakeview Park in Peoria houses a splash pad alongside other recreational facilities including an ice center and recreation center. This free, publicly accessible park operates daily from early morning through late evening and welcomes families with young children, offering traditional amenities like playgrounds and picnic areas in addition to water play.","1917 W Lake Ave, Peoria, IL 61614",Peoria,Illinois,61614,(309) 682-1200,https://www.peoriaparks.org/lakeview-park/,"https://www.google.com/maps/place/Lakeview+Park/@40.7423492,-89.60860869999999,14z/data=!4m8!1m2!2m1!1sLakeview+Park!3m4!1s0x880a5b9693d7ac51:0x6bd69053645c5557!8m2!3d40.7423492!4d-89.60860869999999",/static/images/lakeview-park-peoria.jpg,Daily: 5AM–11PM,Free,,"Families,Kids,Toddlers",,,2/28/2026,4.4,382.0,40.7423492,-89.6086087,,checked,,https://lh3.googleusercontent.com/-4fL08eiU94M/AAAAAAAAAAI/AAAAAAAAAAA/NKIS9YRpuq4/s44-p-k-no-ns-nd/photo.jpg,
Gwynn Family Aquatic Center,"Gwynn Family Aquatic Center in Peoria features a zero-depth pool, water slide, diving well, and wet sand play area for outdoor summer swimming. The facility operates Monday through Thursday and Saturday from noon to 5 p.m., starting June 1, with admission at $5 for children and $6 for adults. Restrooms are available on-site, and the center is accessible via public transit through CityLink bus routes.","809 W John H Gwynn Jr Ave, Peoria, IL 61605",Peoria,Illinois,61605,(309) 229-9554,https://peoriaparks.org/places/facilities/gwynn-family-aquatic-center/,"https://www.google.com/maps/place/Gwynn+Family+Aquatic+Center/@40.6905906,-89.605764,14z/data=!4m8!1m2!2m1!1sGwynn+Family+Aquatic+Center!3m4!1s0x880a5915ec2c0a3d:0xdce8d480de73b4cc!8m2!3d40.6905906!4d-89.605764",https://lh3.googleusercontent.com/p/AF1QipNgT-_wS6xcPzFQj3-fPXTaOEQO_ypSB99mZnZN=w800-h500-k-no,,,,"All Ages,Families,Kids",Restrooms,Aquatic Center,2/28/2026,3.8,24.0,40.6905906,-89.6057640,,checked,,https://lh5.googleusercontent.com/-rcjb16jiQQ0/AAAAAAAAAAI/AAAAAAAAAAA/Vc9EO1civZQ/s44-p-k-no-ns-nd/photo.jpg,
Millennium Park,"Millennium Park in Homewood is a community park featuring seasonal water play with sprays and geysers designed for children 10 and under. The venue includes picnic areas, a playground, restrooms, and wheelchair-accessible entrances and parking. Dogs are permitted on the grounds, and the park operates six days a week, including weekends.","18600 Harwood Ave, Homewood, IL 60430",Homewood,Illinois,60430,(708) 957-0300,https://hfparks.com/millennium/,"https://www.google.com/maps/place/Millennium+Park/@41.5509264,-87.673012,14z/data=!4m8!1m2!2m1!1sMillennium+Park!3m4!1s0x880e18469b2042c1:0xb499e4e526f64f09!8m2!3d41.5509264!4d-87.673012",/static/images/millennium-park-homewood.jpg,"Monday: Closed
Tuesday: 10AM–7PM
Wednesday: 10AM–7PM
Thursday: 10AM–7PM
Friday: 10AM–7PM
Saturday: 11AM–5PM
Sunday: 11AM–5PM",,,"Families,Kids,Toddlers",,,2/28/2026,4.6,433.0,41.5509264,-87.6730120,,checked,,https://lh3.googleusercontent.com/-QvxJRu-oaBA/AAAAAAAAAAI/AAAAAAAAAAA/FBRUezS8jfw/s44-p-k-no-ns-nd/photo.jpg,
Lion's Park,"Lion's Park is a water play area in Turtle Creek, Pennsylvania. Admission is free. On-site amenities include picnic areas and an adjacent playground. It offers wheelchair-accessible entrances and parking. The venue provides free parking. Dogs are allowed. It is open daily. It includes gentler water features suited to toddlers.","4065 Miller St, Turtle Creek, PA 15145",Turtle Creek,Pennsylvania,15145,(412) 824-6650,http://www.wilkinstownship.com/,"https://www.google.com/maps/place/Lion%27s+Park/@40.4216583,-79.8411304,14z/data=!4m8!1m2!2m1!1sLion%27s+Park!3m4!1s0x8834eea57e593ab1:0xbb99f72bb8985c34!8m2!3d40.4216583!4d-79.8411304",/static/images/lion-s-park-turtle-creek.jpg,Daily: 8AM–8PM,Free,,"Families,Kids,Toddlers",,,2/28/2026,4.4,114.0,40.4216583,-79.8411304,,checked,,https://lh6.googleusercontent.com/-UZROo4pNJKI/AAAAAAAAAAI/AAAAAAAAAAA/_3g7NJXCIn0/s44-p-k-no-ns-nd/photo.jpg,
Camp Towanda,"Camp Towanda is a water play area in Honesdale, Pennsylvania. It offers wheelchair-accessible entrances and parking. It is open daily. It includes gentler water features suited to toddlers.","700 Niles Pond Rd, Honesdale, PA 18431",Honesdale,Pennsylvania,18431,(570) 253-3266,http://www.camptowanda.com/,"https://www.google.com/maps/place/Camp+Towanda/@41.688234,-75.264797,14z/data=!4m8!1m2!2m1!1sCamp+Towanda!3m4!1s0x89db494154bd70d1:0x66e6f1dc4299de4c!8m2!3d41.688234!4d-75.264797",/static/images/camp-towanda-honesdale.jpg,Daily: Open 24 hours,,,"Families,Kids,Toddlers",,,2/28/2026,4.5,,41.6882340,-75.2647970,,checked,,https://lh4.googleusercontent.com/-jgHtfEaeVVg/AAAAAAAAAAI/AAAAAAAAAAA/II6iH0Kowbw/s44-p-k-no-ns-nd/photo.jpg,
Dandy - Pizza Cafe Deli,"Dandy - Pizza Cafe Deli is a water play area in Towanda, Pennsylvania. It offers wheelchair-accessible entrances, parking, and restrooms. It is open daily. It includes gentler water features suited to toddlers.","474 Reuter Blvd, Towanda, PA 18848",Towanda,Pennsylvania,18848,(570) 265-6380,https://www.godandy.com/store_details.cfm%3FStore%3D4,"https://www.google.com/maps/place/Dandy+-+Pizza+Cafe+Deli/@41.787321,-76.453396,14z/data=!4m8!1m2!2m1!1sDandy+-+Pizza+Cafe+Deli!3m4!1s0x89daaa7fb4abbabd:0x5b63f8e1e4b78aed!8m2!3d41.787321!4d-76.453396",https://lh3.googleusercontent.com/p/AF1QipPfapKh4DRrP1fikEX1_ti__TKmoyQRXFAEdc8I=w800-h500-k-no,Daily: Open 24 hours,,,"Families,Kids,Toddlers",,,2/28/2026,3.5,,41.7873210,-76.4533960,,checked,,https://lh5.googleusercontent.com/-T2nJP4y-vXQ/AAAAAAAAAAI/AAAAAAAAAAA/qgZj9X4JXbU/s44-p-k-no-ns-nd/photo.jpg,
Dunkin',"Dunkin' is a water play area in Towanda, Pennsylvania. It offers wheelchair-accessible entrances, parking, and restrooms. It is open daily. It includes gentler water features suited to toddlers.","382 York Ave, Towanda, PA 18848",Towanda,Pennsylvania,18848,(570) 265-5222,https://locations.dunkindonuts.com/en/pa/towanda/382-york-ave/303644%3Futm_source%3Dgoogle%26utm_medium%3Dlocal%26utm_campaign%3Dlocalmaps%26utm_content%3D303644%26y_source%3D1_MTIxMDk2MjItNzE1LWxvY2F0aW9uLndlYnNpdGU%253D,"https://www.google.com/maps/place/Dunkin%27/@41.781898999999996,-76.4487619,14z/data=!4m8!1m2!2m1!1sDunkin%27!3m4!1s0x89daaa86907286bd:0xf1698625680dc68f!8m2!3d41.781898999999996!4d-76.4487619",/static/images/dunkin-towanda.jpg,Daily: 4AM–7PM,,,"Families,Kids,Toddlers",,,2/28/2026,3.9,,41.7818990,-76.4487619,,checked,,https://lh5.googleusercontent.com/-Be0HnzWVJxs/AAAAAAAAAAI/AAAAAAAAAAA/qXK5S0ak8mE/s44-p-k-no-ns-nd/photo.jpg,
Green Cove Springs City Pool,"Green Cove Springs City Pool features both a traditional swimming pool and a separate splash pad, with the splash pad operating daily from 11 AM to 8 PM and offering free admission to the public. The pool operates seasonally from May through late September, with varying hours depending on the time of summer; daily admission is $5 for adults and $3 for children ages 2–17 and seniors, with children under 2 admitted free (cash only). The facility also offers monthly swim lesson sessions for ages 4 and up, along with season passes for unlimited pool access. The entire pool area, including deck space, maintains a maximum capacity of 75 people.","229 Walnut St, Green Cove Springs, FL 32043",Green Cove Springs,Florida,32043,,https://greencovesprings.com/Facilities/Facility/Details/City-Pool-2,"https://www.google.com/maps/place/Green+Cove+Springs+City+Pool/@29.993692199999998,-81.6776814,14z/data=!4m8!1m2!2m1!1sGreen+Cove+Springs+City+Pool!3m4!1s0x88e5d1ca2c8ea891:0xd19b15bf093ae154!8m2!3d29.993692199999998!4d-81.6776814",/static/images/green-cove-springs-city-pool-green-cove-springs.jpg,"Sunday: 11AM–7PM
Monday: 8AM–7PM
Tuesday: 8AM–7PM
Wednesday: 8AM–7PM
Thursday: 8AM–7PM
Friday: 11AM–7PM
Saturday: 11AM–7PM",,,"Families,Kids,Toddlers",,,2/28/2026,4.3,146.0,29.9936922,-81.6776814,,checked,,https://lh5.googleusercontent.com/-jXWf4CERDTY/AAAAAAAAAAI/AAAAAAAAAAA/O95fi5MZ2M4/s44-p-k-no-ns-nd/photo.jpg,
SeaBase Family Fun Center,"SeaBase Family Fun Center is a water play area in Greensburg, Pennsylvania. It offers wheelchair-accessible entrances, parking, and restrooms. It is open daily. It includes gentler water features suited to toddlers.","770 E Pittsburgh St, Greensburg, PA 15601",Greensburg,Pennsylvania,15601,(724) 838-8887,http://www.seabasefun.com/,"https://www.google.com/maps/place/SeaBase+Family+Fun+Center/@40.3017475,-79.52678449999999,14z/data=!4m8!1m2!2m1!1sSeaBase+Family+Fun+Center!3m4!1s0x8834d037ff79e08f:0xacae318c263134cb!8m2!3d40.3017475!4d-79.52678449999999",https://lh3.googleusercontent.com/p/AF1QipP5wm6pngtqZMEtJTQgiY4IQisutReXpt30tj5u=w800-h500-k-no,Daily: 10AM–7PM,,,"Families,Kids,Toddlers",,,2/28/2026,4.3,,40.3017475,-79.5267845,,checked,,https://lh3.googleusercontent.com/-KkW_nvcXYmg/AAAAAAAAAAI/AAAAAAAAAAA/ySjUJNfp_tg/s44-p-k-no-ns-nd/photo.jpg,
Rockland Breakwater Lighthouse,"Rockland Breakwater Lighthouse is a water play area in Rockland, Maine. Admission is free. It offers wheelchair-accessible parking. The venue provides free parking. It is open daily. It includes gentler water features suited to toddlers.","44 104031 #69.077487, Rockland, ME 04841",Rockland,Maine,4841,(207) 594-4174,http://www.rocklandharborlights.org/,"https://www.google.com/maps/place/Rockland+Breakwater+Lighthouse/@44.104054399999995,-69.07747479999999,14z/data=!4m8!1m2!2m1!1sRockland+Breakwater+Lighthouse!3m4!1s0x4cadd1fd0bc9cef3:0x87c69201b34f76b5!8m2!3d44.104054399999995!4d-69.07747479999999",/static/images/rockland-breakwater-lighthouse-rockland.jpg,Daily: 9AM–5PM,Free,,"Families,Kids,Toddlers",,,2/28/2026,4.8,1300.0,44.1040544,-69.0774748,,checked,,https://lh3.googleusercontent.com/-S7GfDFxX26I/AAAAAAAAAAI/AAAAAAAAAAA/RwlfaeiAjv8/s44-p-k-no-ns-nd/photo.jpg,
Project Puffin Visitor Center,"Project Puffin Visitor Center is a water play area in Rockland, Maine. It offers wheelchair-accessible entrances. It includes gentler water features suited to toddlers.","311 Main St, Rockland, ME 04841",Rockland,Maine,4841,(207) 596-5566,https://seabirdinstitute.audubon.org/project-puffin-visitor-center,"https://www.google.com/maps/place/Project+Puffin+Visitor+Center/@44.1024885,-69.1088382,14z/data=!4m8!1m2!2m1!1sProject+Puffin+Visitor+Center!3m4!1s0x4cadce28ab120975:0xff4ac2c6d1a25c38!8m2!3d44.1024885!4d-69.1088382",/static/images/project-puffin-visitor-center-rockland.jpg,,,,"Families,Kids,Toddlers",,,2/28/2026,4.9,,44.1024885,-69.1088382,,checked,,https://lh4.googleusercontent.com/-mniaE-neWzY/AAAAAAAAAAI/AAAAAAAAAAA/afq5NUqzEvc/s44-p-k-no-ns-nd/photo.jpg,
McDowell Dam Recreation Area,"McDowell Dam Recreation Area in Bismarck offers a beach area along with two playgrounds, a gaga ball pit, and open green space, all free to visit. The facility includes picnic shelters (four of which are reservable), restrooms, parking, and a paved 0.6-mile trail loop, making it accessible for families and young children. Water equipment rentals—paddleboats, paddle boards, canoes, and kayaks—are available from Memorial Day through Labor Day at hourly rates. The recreation area operates weekdays 1–9 PM and weekends 11 AM–9 PM, and also features volleyball areas with nets during summer months and fishing piers open under North Dakota Game and Fish Department regulations.","1951 93rd St NE, Bismarck, ND 58501",Bismarck,North Dakota,58501,(701) 223-7016,http://bisparks.org/facilities/mcdowell-dam-recreation-area/,"https://www.google.com/maps/place/McDowell+Dam+Recreation+Area/@46.8277442,-100.6386198,14z/data=!4m8!1m2!2m1!1sMcDowell+Dam+Recreation+Area!3m4!1s0x52d77997ef497e47:0x71a9fd566329f568!8m2!3d46.8277442!4d-100.6386198",/static/images/mcdowell-dam-recreation-area-bismarck.jpg,"Monday: 1–9PM
Tuesday: 1–9PM
Wednesday: 1–9PM
Thursday: 1–9PM
Friday: 1–9PM
Saturday: 11AM–9PM
Sunday: 11AM–9PM",Free,,"Families,Kids,Toddlers",Picnic Area,,2/28/2026,4.6,374.0,46.8277442,-100.6386198,,checked,,https://lh5.googleusercontent.com/-UgPGEoNpCng/AAAAAAAAAAI/AAAAAAAAAAA/hBE2Ty_Xjqg/s44-p-k-no-ns-nd/photo.jpg,
Juniper Park,"Juniper Park is a free, daily-access city park in Bend, Oregon, featuring a swimming pool alongside varied playing fields and a fitness center. The grounds include a playground, picnic areas, and restrooms, with wheelchair-accessible entrances and complimentary parking available. Dogs are permitted on the property.","800 NE 6th St, Bend, OR 97701",Bend,Oregon,97701,(541) 389-7275,https://www.bendparksandrec.org/park/juniper-park/,"https://www.google.com/maps/place/Juniper+Park/@44.057979499999995,-121.29569359999999,14z/data=!4m8!1m2!2m1!1sJuniper+Park!3m4!1s0x54b8c618a12353f9:0xdb277379e8ea68ea!8m2!3d44.057979499999995!4d-121.29569359999999",/static/images/juniper-park-bend.jpg,Daily: 5AM–10PM,Free,,"Families,Kids,Toddlers",,,2/28/2026,4.6,424.0,44.0579795,-121.2956936,,checked,,https://lh3.googleusercontent.com/-GigZeHSSU1M/AAAAAAAAAAI/AAAAAAAAAAA/2LwSzQvjI5Y/s44-p-k-no-ns-nd/photo.jpg,
Payne Park,"Payne Park is a free recreational area in Sarasota that welcomes families with a playground, skateboard park, and tennis courts. The park includes picnic tables, paved cycling lanes, and a fitness trail suitable for various activity levels. Wheelchair-accessible parking and entrance areas accommodate visitors with mobility needs, and public restrooms are available on-site. The park operates daily from early morning through early evening, making it convenient for families seeking outdoor recreation at no cost.","2010 Adams Ln, Sarasota, FL 34237",Sarasota,Florida,34237,(941) 263-6386,https://www.letsplaysarasota.com/Home/Components/FacilityDirectory/FacilityDirectory/158/4753%3Fnpage%3D2,"https://www.google.com/maps/place/Payne+Park/@27.3339318,-82.5278391,14z/data=!4m8!1m2!2m1!1sPayne+Park!3m4!1s0x88c34065f56bad9f:0xde42d2c00f6de25c!8m2!3d27.3339318!4d-82.5278391",/static/images/payne-park-sarasota.jpg,"Monday: 7AM–8PM
Tuesday: 7AM–8PM
Wednesday: 6AM–8PM
Thursday: 6AM–8PM
Friday: 7AM–8PM
Saturday: 7AM–8PM
Sunday: 7AM–8PM",Free,,"Families,Kids,Toddlers",,,2/28/2026,4.7,1649.0,27.3339318,-82.5278391,,checked,,https://lh5.googleusercontent.com/-DvhKyXRXNuY/AAAAAAAAAAI/AAAAAAAAAAA/jJP3NS0BasI/s44-p-k-no-ns-nd/photo.jpg,
Potter Park,"Potter Park spans 37 acres in Sarasota and offers families multiple recreational options at no cost. The grounds include a playground with slides and swings, basketball and tennis courts, cycling paths, and picnic areas with grills and tables. The park is open daily from 6 a.m. to 10 p.m., features wheelchair-accessible parking and entrance, and provides public restrooms for visitor convenience.","8587 Potter Park Dr, Sarasota, FL 34238",Sarasota,Florida,34238,(941) 861-5000,https://www.sarasotacountyparks.com/Home/Components/FacilityDirectory/FacilityDirectory/532/6738%3Fbacklist%3D/parks-and-facilities/discover-a-park/-npage-5,"https://www.google.com/maps/place/Potter+Park/@27.2280679,-82.4864437,14z/data=!4m8!1m2!2m1!1sPotter+Park!3m4!1s0x88c3438d7a113389:0x62136c93fbfc7335!8m2!3d27.2280679!4d-82.4864437",,Daily: 6AM–10PM,Free,,"Families,Kids,Toddlers",,,2/28/2026,4.4,378.0,27.2280679,-82.4864437,,checked,,https://lh3.googleusercontent.com/-tdd_DKgcY9Q/AAAAAAAAAAI/AAAAAAAAAAA/f6PnCexiYho/s44-p-k-no-ns-nd/photo.jpg,
Lums Pond State Park,"Lums Pond State Park is a water play area in Bear, Delaware. On-site amenities include restrooms, picnic areas, barbecue grills, a basketball court, and an adjacent playground. It offers wheelchair-accessible entrances, parking, and restrooms. The venue provides paid parking and accepts credit cards and debit cards. There is a dog park on site. It includes gentler water features suited to toddlers.","1068 Howell School Rd, Bear, DE 19701",Bear,Delaware,19701,(302) 368-6989,https://www.destateparks.com/park/lums-pond/,"https://www.google.com/maps/place/Lums+Pond+State+Park/@39.568144,-75.73031809999999,14z/data=!4m8!1m2!2m1!1sLums+Pond+State+Park!3m4!1s0x89c7a789666fd45b:0x94d4dca511b68c3d!8m2!3d39.568144!4d-75.73031809999999",/static/images/lums-pond-state-park-bear.jpg,,,,"Families,Kids,Toddlers",Picnic Area,,2/28/2026,4.7,3536.0,39.5681440,-75.7303181,,checked,,https://lh4.googleusercontent.com/-jl6S5gNhKjo/AAAAAAAAAAI/AAAAAAAAAAA/hXwA6DCDJQg/s44-p-k-no-ns-nd/photo.jpg,
